distance,total_duration_min,avg_speed_kmph,num_classes_offered,num_halts,halts_per_100km,departure_hour,is_night_departure,zone_clean,has_return_train,first_ac,second_ac,third_ac,sleeper,chair_car,first_class,type_clean,name,number
179.0,325.0,33.04615384615384,0,22,12.290502793296088,9,0,NER,1,0,0,0,0,0,0,Express,Kapilavastu Express,15322
3578.0,3940.0,54.48730964467005,3,613,17.13247624371157,18,0,NFR,1,0,1,1,1,0,0,Express,DIBRUGARH - BENGALURU CITY Weekly Exp,15902
674.0,1050.0,38.51428571428571,2,103,15.281899109792285,15,0,ECR,1,0,0,1,1,0,0,Express,Lucknow-Barauni Express,15204
1752.0,2250.0,46.72,0,285,16.267123287671232,21,0,NER,1,0,0,0,0,0,0,Express,MUZAFFARPUR - AHMEDABAD Jan Sadharan Exp,15269
549.0,700.0,47.05714285714286,0,94,17.122040072859743,15,0,ECR,1,0,0,0,0,0,0,Express,Muzzafarpur-Howrah JanSadharan Express,15272
107.0,195.0,32.92307692307692,0,16,14.953271028037383,18,0,NER,1,0,0,0,0,0,0,Express,Saharsa-Barauni Express,15275
107.0,185.0,34.7027027027027,0,16,14.953271028037383,3,1,NER,1,0,0,0,0,0,0,Express,Barauni-Saharsa Express,15276
1210.0,1635.0,44.403669724770644,2,183,15.12396694214876,11,0,NER,1,0,0,1,1,0,0,Express,Poorbiya Express,15279
1202.0,1630.0,44.24539877300613,2,181,15.058236272878537,15,0,NER,1,0,0,1,1,0,0,Express,Poorabiya Express,15280
224.0,315.0,42.666666666666664,1,41,18.303571428571427,5,0,NER,1,0,0,0,0,1,0,Express,Kosi Express,15281
224.0,335.0,40.11940298507463,1,41,18.303571428571427,16,0,NER,1,0,0,0,0,1,0,Express,Kosi Express,15282
363.0,590.0,36.91525423728813,3,39,10.743801652892563,20,0,NER,1,0,1,0,1,0,1,Express,Nainital Express,15307
363.0,575.0,37.87826086956522,3,39,10.743801652892563,20,0,NER,1,0,1,0,1,0,1,Express,Nainital Express,15308
322.0,760.0,25.42105263157895,1,34,10.559006211180124,20,0,NER,0,0,0,0,1,0,0,Express,Nainital Express Slip,15308-Slip
421.0,700.0,36.08571428571429,0,52,12.351543942992874,5,0,NER,1,0,0,0,0,0,0,Express,Rohilkhand Express,15309
421.0,750.0,33.68,0,52,12.351543942992874,7,0,NER,1,0,0,0,0,0,0,Express,Rohilkhand Express,15310
188.0,340.0,33.17647058823529,0,29,15.425531914893618,9,0,NER,1,0,0,0,0,0,0,Express,KUMAON EXPRESS,15311
188.0,355.0,31.77464788732394,3,29,15.425531914893618,17,0,NER,1,0,1,0,1,0,1,Express,Kumaun Express,15312
317.0,585.0,32.51282051282051,0,35,11.041009463722398,14,0,NER,1,0,0,0,0,0,0,Express,Aishbagh Bareilly Express,15313
317.0,540.0,35.22222222222222,1,35,11.041009463722398,4,1,NER,1,0,0,0,1,0,0,Express,Aishbagh Express,15314
499.0,795.0,37.660377358490564,1,48,9.619238476953907,20,0,NER,1,0,0,0,1,0,0,Express,Gonda-Kasganj Gokul Express,15315
498.0,815.0,36.66257668711656,1,48,9.638554216867469,17,0,NER,1,0,0,0,1,0,0,Express,Kasganj-Gonda Gokul Express,15316
222.0,385.0,34.5974025974026,0,19,8.558558558558557,3,1,NER,1,0,0,0,0,0,0,Express,PALIA KALAN - AISHBAGH  Exp,15319
179.0,315.0,34.095238095238095,0,22,12.290502793296088,16,0,NER,1,0,0,0,0,0,0,Express,Kapilavastu Express,15321
571.0,825.0,41.527272727272724,3,79,13.8353765323993,22,1,NFR,1,0,1,1,1,0,0,Express,Guwahati Ledo Intercity Express,15603
571.0,800.0,42.824999999999996,3,79,13.8353765323993,15,0,NFR,1,0,1,1,1,0,0,Express,Ledo Guwahati Intercity Express,15604
405.0,605.0,40.16528925619834,2,55,13.580246913580247,18,0,NFR,1,0,0,1,1,0,0,Express,Guwahati InterCity Express,15606
2559.0,3375.0,45.49333333333333,3,349,13.638139898397812,21,0,NFR,1,0,1,1,1,0,0,Express,Awadh Assam Express,15609
877.0,1345.0,39.122676579925646,2,114,12.998859749144813,21,0,NFR,0,0,0,1,1,0,0,Express,Jivachh Link Express,15609-Slip
2559.0,3375.0,45.49333333333333,3,349,13.638139898397812,19,0,NFR,1,0,1,1,1,0,0,Express,Awadh Assam Express,15610
2942.0,3350.0,52.69253731343284,0,421,14.309993201903467,11,0,NFR,1,0,0,0,0,0,0,Express,Lokmanya Tilak (T)-Kamakhya Karmabhoomi Express,15611
2942.0,3150.0,56.03809523809524,0,421,14.309993201903467,18,0,NFR,1,0,0,0,0,0,0,Express,Kamakhya-Mumbai LTT Karmabhoomi Express,15612
1091.0,1355.0,48.309963099631,2,190,17.415215398716775,7,0,NFR,1,0,0,1,1,0,0,Express,KAMAKHYA - GAYA Weekly Exp,15620
2795.0,3265.0,51.36294027565084,3,466,16.67262969588551,22,1,NFR,1,0,1,1,1,0,0,Express,CHENNAI EGMORE - GUWAHATI Exp,15629
2796.0,3195.0,52.50704225352113,3,466,16.666666666666668,15,0,NFR,1,0,1,1,1,0,0,Express,GUWAHATI - CHENNAI EGMORE Exp,15630
2473.0,2895.0,51.25388601036269,3,386,15.608572583906186,23,1,NFR,1,0,1,1,1,0,0,Express,BARMER - GUWAHATI Exp,15631
2473.0,2765.0,53.66365280289331,3,386,15.608572583906186,10,0,NFR,1,0,1,1,1,0,0,Express,GUWAHATI - BARMER Exp,15632
3237.0,4060.0,47.83743842364532,3,514,15.878900216249615,11,0,NFR,1,0,1,1,1,0,0,Express,OKHA - GUWAHATI EXP,15635
3237.0,3945.0,49.2319391634981,3,515,15.909793018226754,10,0,NFR,1,0,1,1,1,0,0,Express,GUWAHATI - OKHA DWARKA EXP,15636
1528.0,1915.0,47.87467362924282,3,264,17.277486910994764,14,0,NFR,1,0,1,1,1,0,0,Express,PURI - GUWAHATI Exp,15639
1572.0,1805.0,52.254847645429365,2,310,19.720101781170484,22,1,NFR,1,0,0,1,1,0,0,Express,PURI - KAMAKHYA Weekly Express,15643
1572.0,1920.0,49.125,2,297,18.893129770992367,23,1,NFR,1,0,0,1,1,0,0,Express,KAMAKHYA - PURI Weekly Spl,15644
256.0,370.0,41.51351351351351,3,35,13.671875,23,1,NFR,1,0,1,1,1,0,0,Express,Nagaland Express,15669
256.0,330.0,46.54545454545455,3,35,13.671875,6,0,NFR,1,0,1,1,1,0,0,Express,Nagaland Express,15670
215.0,650.0,19.846153846153847,2,29,13.488372093023257,22,1,NFR,1,0,1,0,1,0,0,Express,Cachar Express,15691
290.0,440.0,39.54545454545455,1,42,14.482758620689655,14,0,NFR,1,0,0,0,0,1,0,Express,InterCity Express,15714
297.0,370.0,48.16216216216216,1,38,12.794612794612794,5,0,NFR,0,0,0,0,1,0,0,Express,InterCity Express,15743
297.0,390.0,45.69230769230769,0,38,12.794612794612794,5,0,NFR,1,0,0,0,0,0,0,Express,AlipurDuar-Kamakhya Intercity Express,15771
297.0,375.0,47.52,0,38,12.794612794612794,16,0,NFR,1,0,0,0,0,0,0,Express,Kamakhya-AlipurDuar Intercity Express,15772
1392.0,1515.0,55.12871287128713,3,196,14.080459770114942,8,0,SR,1,0,1,1,1,0,0,Superfast,SAINAGAR SHIRDI - CHENNAI CENT SF Exp,22602
139.0,225.0,37.06666666666667,0,18,12.949640287769785,10,0,WCR,1,0,0,0,0,0,0,Passenger,Bhopal Bina Passenger,51631
644.0,860.0,44.93023255813954,2,93,14.440993788819874,20,0,ER,1,0,0,1,1,0,0,Express,Gorakhpur-Asansol Express,13508
2594.0,3085.0,50.45056726094003,3,396,15.265998457979952,8,0,NFR,1,0,1,1,1,0,0,Express,MUMBAI LTT - GUWAHATI Exp,15645
2594.0,3075.0,50.614634146341466,3,396,15.265998457979952,16,0,NFR,1,0,1,1,1,0,0,Express,GUWAHATI - MUMBAI LTT Exp,15646
2735.0,3175.0,51.68503937007874,3,442,16.16087751371115,8,0,NFR,1,0,1,1,1,0,0,Express,MUMBAI LTT - GUWAHATI Exp,15647
2735.0,3180.0,51.60377358490566,3,453,16.56307129798903,15,0,NFR,1,0,1,1,1,0,0,Express,GUWAHATI - MUMBAI LTT Exp,15648
2352.0,2890.0,48.83044982698962,3,386,16.41156462585034,22,1,NFR,1,0,1,1,1,0,0,Express,JAMMU TAWI - GUWAHATI Lohit Exp,15652
2431.0,2890.0,50.47058823529412,3,394,16.20732208967503,22,1,NFR,1,0,1,1,1,0,0,Express,JAMMU TAWI - GUWAHATI Amarnath Exp,15654
975.0,1255.0,46.613545816733065,3,181,18.564102564102566,22,1,NFR,1,0,1,1,1,0,0,Express,GUWAHATI - KOLKATA SEALDAH KanchanJungha Exp,15658
1216.0,1520.0,48.0,2,208,17.105263157894736,20,0,NFR,1,0,0,1,1,0,0,Express,RANCHI - KAMAKHYA Exp,15661
1216.0,1545.0,47.22330097087379,2,208,17.105263157894736,12,0,NFR,1,0,0,1,1,0,0,Express,KAMAKHYA - RANCHI Exp,15662
250.0,325.0,46.15384615384615,3,34,13.6,14,0,NFR,1,0,1,1,1,0,0,Express,Guwahati-Dimapur Express,15665
250.0,360.0,41.666666666666664,3,34,13.6,21,0,NFR,1,0,1,1,1,0,0,Express,Dimapur-Guwahati Express,15666
3157.0,3885.0,48.75675675675676,3,497,15.742793791574279,13,0,NFR,1,0,1,1,1,0,0,Express,GANDHIDHAM - KAMAKHYA Exp,15667
3159.0,3900.0,48.6,3,498,15.764482431149098,11,0,NFR,1,0,1,1,1,0,0,Express,KAMAKHYA - GANDHIDHAM Exp,15668
215.0,670.0,19.253731343283583,2,29,13.488372093023257,19,0,NFR,1,0,1,0,1,0,0,Express,Cachar Express,15692
215.0,750.0,17.2,1,33,15.348837209302326,6,0,NFR,1,0,0,0,1,0,0,Express,Barak Valley Express,15693
215.0,690.0,18.695652173913043,1,33,15.348837209302326,8,0,NFR,1,0,0,0,1,0,0,Express,Barak Valley Express,15694
412.0,980.0,25.22448979591837,2,51,12.37864077669903,20,0,NFR,1,0,1,0,1,0,0,Express,Lumding Agartala Express,15695
412.0,1100.0,22.472727272727273,2,51,12.37864077669903,14,0,NFR,1,0,1,0,1,0,0,Express,Agartala Lumding Express,15696
290.0,390.0,44.61538461538461,1,44,15.172413793103448,6,0,NFR,1,0,0,0,0,1,0,Express,InterCity Express,15713
1835.0,2390.0,46.06694560669456,3,280,15.25885558583106,5,0,NFR,1,1,0,1,1,0,0,Express,Garib Nawaz Express,15715
1816.0,2410.0,45.211618257261414,2,280,15.418502202643172,11,0,NFR,1,0,0,1,1,0,0,Express,Garib Nawaz Express Slip,15716
1812.0,2410.0,45.11203319502075,2,283,15.618101545253863,11,0,NFR,0,0,0,1,1,0,0,Express,Garib Nawaz Express,15716-Slip
404.0,645.0,37.58139534883721,0,50,12.376237623762377,11,0,NFR,1,0,0,0,0,0,0,Express,Guwahati Mariani Intercity Express,15717
190.0,250.0,45.599999999999994,0,27,14.210526315789474,6,0,NFR,1,0,0,0,0,0,0,Express,Katihar sguj InterCity Express,15719
190.0,290.0,39.310344827586206,0,27,14.210526315789474,17,0,NFR,1,0,0,0,0,0,0,Express,Siliguri Katihar InterCity Express,15720
752.0,975.0,46.276923076923076,3,158,21.01063829787234,16,0,NFR,1,1,0,1,1,0,0,Express,Paharia Express,15721
752.0,885.0,50.983050847457626,3,158,21.01063829787234,21,0,NFR,1,1,0,1,1,0,0,Express,Paharia Express,15722
469.0,630.0,44.666666666666664,3,64,13.646055437100213,22,1,NFR,1,1,0,1,1,0,0,Express,NewJalpaiguri-Darbhanga Weekly Express,15723
469.0,650.0,43.29230769230769,3,64,13.646055437100213,19,0,NFR,1,1,0,1,1,0,0,Express,Darbhanga-NewJalpaiguri Weekly Express,15724
303.0,355.0,51.2112676056338,0,45,14.851485148514852,10,0,NFR,1,0,0,0,0,0,0,Express,NewJalpaiguri-Balurghat Intercity Express,15764
169.0,225.0,45.06666666666667,0,23,13.609467455621303,5,0,NFR,1,0,0,0,0,0,0,Express,New Jalpaiguri Alipur Duar Intercity Express,15765
169.0,245.0,41.38775510204082,0,23,13.609467455621303,15,0,NFR,1,0,0,0,0,0,0,Express,Alipur Duar-New Jalpaiguri Intercity Express,15766
169.0,260.0,39.0,0,23,13.609467455621303,16,0,NFR,1,0,0,0,0,0,0,Express,New Jalpaiguri-Alipur Duar Intercity Express,15767
169.0,250.0,40.559999999999995,0,23,13.609467455621303,6,0,NFR,1,0,0,0,0,0,0,Express,Alipurduar Jn-New Jalpaiguri InterCity Express,15768
447.0,585.0,45.84615384615385,0,55,12.304250559284117,4,1,NFR,1,0,0,0,0,0,0,Express,Alipurduar Lumding Express,15769
447.0,580.0,46.24137931034483,0,55,12.304250559284117,15,0,NFR,1,0,0,0,0,0,0,Express,Lumding Alipurduar Express,15770
2661.0,3185.0,50.1287284144427,3,414,15.558060879368659,8,0,NFR,0,0,1,1,1,0,0,Express,Dibrugarh-Chandigarh Weekly Express,15903
2664.0,3305.0,48.36308623298033,3,414,15.54054054054054,23,1,NFR,0,0,1,1,1,0,0,Express,Chandigarh-Dibrugarh Weekly Express,15904
151.0,190.0,47.684210526315795,1,40,26.490066225165563,13,0,SR,1,0,0,0,0,1,0,Express,Tirupati Express,16053
151.0,200.0,45.3,1,40,26.490066225165563,9,0,SR,1,0,0,0,0,1,0,Express,Chennai Express,16054
151.0,185.0,48.97297297297297,1,40,26.490066225165563,6,0,SR,1,0,0,0,0,1,0,Express,Saptagiri Express,16057
151.0,195.0,46.46153846153846,1,40,26.490066225165563,17,0,SR,1,0,0,0,0,1,0,Express,Saptagiri Express,16058
2088.0,2360.0,53.08474576271186,2,261,12.5,5,0,SR,1,0,0,1,1,0,0,Express,Chennai Lucknow Express,16093
2088.0,2510.0,49.91235059760956,2,260,12.452107279693488,16,0,SR,1,0,0,1,1,0,0,Express,Lucknow Chennai Express,16094
151.0,210.0,43.142857142857146,1,40,26.490066225165563,16,0,SWR,1,0,0,0,0,0,1,Express,Garudadri Express,16203
151.0,250.0,36.239999999999995,1,40,26.490066225165563,6,0,SWR,1,0,0,0,0,0,1,Express,Garudadri Express,16204
150.0,265.0,33.96226415094339,0,21,14.0,4,1,NER,0,0,0,0,0,0,0,Passenger,Narkatiaganj Gorakhpur Passenger,55201
1528.0,1955.0,46.89514066496163,3,264,17.277486910994764,18,0,NFR,1,0,1,1,1,0,0,Express,GUWAHATI - PURI Exp,15640
4279.0,5130.0,50.046783625730995,3,698,16.31222248188829,14,0,NFR,1,0,1,1,1,0,0,Express,KANNIYAKUMARI - DIBRUGARH Vivek Exp,15905
4278.0,4960.0,51.75,3,698,16.316035530621786,23,1,NFR,1,0,1,1,1,0,0,Express,DIBRUGARH - KANNIYAKUMARI Vivek Exp,15906
512.0,685.0,44.846715328467155,0,66,12.890625,6,0,NFR,1,0,0,0,0,0,0,Express,Kamakhya Dibrugarh Express,15927
512.0,695.0,44.20143884892086,0,66,12.890625,6,0,NFR,1,0,0,0,0,0,0,Express,Dibrugarh Kamakhya Express,15928
3352.0,4050.0,49.65925925925926,3,554,16.52744630071599,22,1,NFR,1,0,1,1,1,0,0,Express,CHENNAI EGMORE - DIBRUGARH Weekly Exp,15929
3352.0,4110.0,48.934306569343065,3,544,16.229116945107396,23,1,NFR,1,0,1,1,1,0,0,Express,DIBRUGARH - CHENNAI EGMORE Weekly Exp,15930
2870.0,3705.0,46.477732793522264,3,452,15.749128919860627,7,0,NFR,0,0,1,1,1,0,0,Express,Dibrugarh-Amritsar Weekly Express,15933
2877.0,3635.0,47.488308115543326,3,452,15.710809871393813,15,0,NFR,0,0,1,1,1,0,0,Express,Amritsar-DibrugarhTown Weekly Express,15934
1710.0,2115.0,48.51063829787234,3,217,12.690058479532162,6,0,NFR,1,0,1,1,1,0,0,Express,DIBRUGARH - JHAJHA Exp,15942
1528.0,2110.0,43.45023696682465,3,277,18.1282722513089,18,0,NFR,1,0,1,1,1,0,0,Express,DIBRUGARH - HOWRAH Kamrup Exp,15960
2800.0,3355.0,50.074515648286145,2,367,13.107142857142858,5,0,SR,1,0,0,1,1,0,0,Express,Andaman Express,16031
2800.0,3505.0,47.93152639087019,2,367,13.107142857142858,23,1,SR,1,0,0,1,1,0,0,Express,Andaman Express,16032
746.0,810.0,55.25925925925926,4,132,17.694369973190348,21,0,SR,1,0,1,1,1,0,1,Express,Chennai- Alapuzha Alleppey Express,16041
145.0,185.0,47.027027027027025,0,24,16.551724137931036,18,0,SR,1,0,0,0,0,0,0,Express,Arakkonam-Jolarpettai Express,16085
145.0,170.0,51.17647058823529,0,24,16.551724137931036,6,0,SR,1,0,0,0,0,0,0,Express,Arakkonam Express,16086
220.0,275.0,48.0,0,53,24.09090909090909,17,0,SR,1,0,0,0,0,0,0,Express,Yelagiri Express,16089
220.0,270.0,48.888888888888886,0,53,24.09090909090909,4,1,SR,1,0,0,0,0,0,0,Express,Yelagiri Express,16090
983.0,1335.0,44.17977528089887,4,181,18.413021363173957,6,0,SR,1,1,1,1,1,0,0,Express,Mangalore Chennai Egmore Express,16108
196.0,220.0,53.45454545454545,0,44,22.448979591836736,18,0,SR,1,0,0,0,0,0,0,Express,Chennai Egmore Puducherry Express,16115
196.0,225.0,52.266666666666666,0,44,22.448979591836736,5,0,SR,1,0,0,0,0,0,0,Express,Puducherry Chennai Express,16116
2356.0,2625.0,53.85142857142857,3,363,15.407470288624788,15,0,SR,1,0,1,1,1,0,0,Express,CHENNAI EGMORE - JODHPUR Exp,16125
1100.0,1380.0,47.82608695652174,3,195,17.727272727272727,7,0,SR,1,0,1,1,1,0,0,Express,CHENNAI EGMORE - GURUVAYUR Exp,16127
1100.0,1465.0,45.051194539249146,3,195,17.727272727272727,20,0,SR,1,0,1,1,1,0,0,Express,GURUVAYUR - CHENNAI EGMORE Exp,16128
436.0,600.0,43.6,5,98,22.477064220183486,23,1,SR,1,1,1,1,1,0,1,Express,Kamban Express,16175
436.0,560.0,46.71428571428571,5,98,22.477064220183486,20,0,SR,1,1,1,1,1,0,1,Express,Kamban Express,16176
425.0,550.0,46.36363636363637,5,88,20.705882352941178,22,1,SR,1,1,1,1,1,0,1,Express,Rock Fort Express,16177
425.0,560.0,45.535714285714285,5,88,20.705882352941178,19,0,SR,1,1,1,1,1,0,1,Express,Rock Fort (Malai Kottai) Express,16178
395.0,505.0,46.93069306930693,4,86,21.772151898734176,22,1,SR,1,1,1,1,1,0,0,Express,Mannai Express,16179
395.0,515.0,46.019417475728154,4,86,21.772151898734176,21,0,SR,1,1,1,1,1,0,0,Express,Mannai Express,16180
274.0,330.0,49.81818181818182,1,41,14.963503649635035,16,0,SWR,1,0,0,0,0,1,0,Express,Bangalore City-Shimoga InterCity,16201
274.0,335.0,49.07462686567165,1,41,14.963503649635035,6,0,SWR,1,0,0,0,0,1,0,Express,Shimoga-Bangalore City InterCity,16202
373.0,475.0,47.11578947368421,1,26,6.970509383378016,14,0,SWR,1,0,0,0,0,1,0,Express,Talaguppa Mysore Intercity Express,16205
373.0,495.0,45.21212121212121,1,26,6.970509383378016,6,0,SWR,1,0,0,0,0,1,0,Express,Mysore - Talguppa Intercity Express,16206
2290.0,2975.0,46.18487394957983,3,341,14.890829694323145,5,0,SWR,1,0,1,1,1,0,0,Express,Ajmer-Mysore Express,16209
2290.0,2835.0,48.46560846560847,3,341,14.890829694323145,18,0,SWR,1,0,1,1,1,0,0,Express,Mysore-Ajmer Express,16210
139.0,175.0,47.65714285714286,1,23,16.546762589928058,6,0,SWR,1,0,0,0,0,1,0,Express,Chamundi Express,16215
139.0,175.0,47.65714285714286,1,23,16.546762589928058,18,0,SWR,1,0,0,0,0,1,0,Express,Chamundi Express,16216
274.0,415.0,39.614457831325296,4,41,14.963503649635035,23,1,SWR,1,1,0,1,1,0,1,Express,Bangalore-Shimoga Express,16227
274.0,380.0,43.26315789473684,4,41,14.963503649635035,22,1,SWR,1,1,0,1,1,0,1,Express,Shimoga-Bangalore Express,16228
680.0,935.0,43.63636363636363,3,102,15.0,17,0,SWR,1,0,1,1,1,0,0,Express,Mayiladuturai Mysore Express,16231
680.0,915.0,44.59016393442623,3,102,15.0,15,0,SWR,1,0,1,1,1,0,0,Express,Mysore Mayiladuturai Express,16232
327.0,460.0,42.65217391304348,1,63,19.26605504587156,5,0,SR,1,0,0,0,0,1,0,Express,Venad Express,16302
283.0,345.0,49.21739130434783,2,56,19.78798586572438,6,0,SR,1,0,0,0,1,1,0,Express,Ernakulam Kannur InterCity Express,16305
2790.0,3095.0,54.087237479806134,3,455,16.308243727598565,16,0,SR,1,0,1,1,1,0,0,Express,Ernakulam-Patna Express,16309
2790.0,3090.0,54.1747572815534,3,455,16.308243727598565,14,0,SR,1,0,1,1,1,0,0,Express,Patna - Ernakulam Express,16310
843.0,990.0,51.09090909090909,3,133,15.776986951364176,16,0,SR,1,0,1,1,1,0,0,Express,Tiruvananthapuram Bangalore Weekly Express,16322
2566.0,2715.0,56.70718232044199,3,446,17.381137957911147,16,0,SR,1,0,1,1,1,0,0,Express,Trivandrum Shalimar Biweekly Express,16323
2653.0,2850.0,55.85263157894737,3,388,14.624952883528081,5,0,SR,1,0,1,1,1,0,0,Express,Ahilyanagari Express,16326
738.0,1025.0,43.2,1,90,12.195121951219512,16,0,WCR,1,0,0,0,1,0,0,Express,ITARSI - BHOPAL Vindhyachal Exp,11271
1968.0,1995.0,59.18796992481203,4,305,15.497967479674797,20,0,SER,1,1,1,1,1,0,0,Superfast,MUMBAI CST - HOWRAH SF Mail (via NAGPUR),12809
1387.0,1720.0,48.383720930232556,3,209,15.068493150684933,9,0,NR,1,0,1,1,1,0,0,Express,New Farakka-New Delhi Express,14003
500.0,655.0,45.80152671755725,3,91,18.2,20,0,SWR,1,0,1,1,1,0,0,Express,Kaveri Express,16221
120.0,160.0,45.0,0,26,21.666666666666668,8,0,SWR,1,0,0,0,0,0,0,Express,Mayiladuturai Tiruchirappalli Express,16233
120.0,160.0,45.0,0,26,21.666666666666668,13,0,SWR,1,0,0,0,0,0,0,Express,Tiruchchirapalli Mayiladuturai Express,16234
327.0,470.0,41.74468085106383,1,63,19.26605504587156,14,0,SR,1,0,0,0,0,1,0,Express,Venad Express,16301
220.0,280.0,47.14285714285714,1,42,19.09090909090909,5,0,SR,1,0,0,0,0,1,0,Express,Vanchinad Express,16303
220.0,280.0,47.14285714285714,1,42,19.09090909090909,17,0,SR,1,0,0,0,0,1,0,Express,Vanchinad Express,16304
283.0,360.0,47.166666666666664,1,56,19.78798586572438,14,0,SR,1,0,0,0,0,1,0,Express,Kannur Ernakulam InterCity Express,16306
339.0,480.0,42.375,1,68,20.058997050147493,5,0,SR,1,0,0,0,0,1,0,Express,Executive Express,16308
283.0,400.0,42.449999999999996,1,56,19.78798586572438,16,0,SR,1,0,0,0,0,1,0,Express,Executive Express,16313
283.0,390.0,43.53846153846154,1,56,19.78798586572438,5,0,SR,1,0,0,0,0,1,0,Express,Executive Express,16314
837.0,970.0,51.77319587628865,3,139,16.606929510155318,17,0,SR,1,0,1,1,1,0,0,Express,BANGALORE - KOCHUVELI Exp,16315
837.0,990.0,50.72727272727273,3,139,16.606929510155318,16,0,SR,1,0,1,1,1,0,0,Express,KOCHUVELI - BANGALORE Exp,16316
3715.0,4270.0,52.20140515222482,2,504,13.566621803499327,14,0,SR,1,0,0,1,1,0,0,Express,Himsagar Express,16317
3715.0,4215.0,52.88256227758007,3,504,13.566621803499327,23,1,SR,1,0,1,1,1,0,0,Express,Himsagar Express,16318
3561.0,3995.0,53.48185231539425,2,458,12.861555742768886,23,1,SR,0,0,1,0,1,0,0,Express,Himsagar Express Slip,16318-Slip
2566.0,2865.0,53.738219895287955,3,445,17.342166796570538,22,1,SR,1,0,1,1,1,0,0,Express,Shalimar Tiruvananthapuram Express,16324
2653.0,2985.0,53.32663316582914,3,388,14.624952883528081,16,0,SR,1,0,1,1,1,0,0,Express,Ahilyanagari Express,16325
2519.0,2760.0,54.76086956521739,3,381,15.125049622866216,19,0,SR,1,0,1,1,1,0,0,Express,Korba Tiruvananthapuram Express,16327
2516.0,2790.0,54.10752688172043,3,381,15.14308426073132,5,0,SR,1,0,1,1,1,0,0,Express,Trivandrum-Korba Express,16328
1946.0,2335.0,50.00428265524626,3,310,15.93011305241521,12,0,SR,1,0,1,1,1,0,0,Express,MUMBAI CST - TRIVANDRUM Exp,16331
1946.0,2435.0,47.95071868583162,3,310,15.93011305241521,4,1,SR,1,0,1,1,1,0,0,Express,TRIVANDRUM - MUMBAI CST Exp,16332
2709.0,2890.0,56.24221453287198,3,352,12.993724621631598,3,1,SR,1,0,1,1,1,0,0,Express,VERAVAL - TRIVANDRUM Exp,16333
2709.0,2965.0,54.819561551433395,3,354,13.067552602436324,15,0,SR,1,0,1,1,1,0,0,Express,TRIVANDRUM - VERAVAL Exp,16334
2649.0,2845.0,55.8664323374341,3,337,12.721781804454512,5,0,SR,1,0,1,1,1,0,0,Express,GANDHIDHAM - NAGERCOIL Weekly Exp,16335
2649.0,2860.0,55.57342657342657,3,337,12.721781804454512,13,0,SR,1,0,1,1,1,0,0,Express,NAGERCOIL - GANDHIDHAM Weekly Exp,16336
2557.0,2680.0,57.246268656716424,3,323,12.631990614000783,2,1,SR,1,0,1,1,1,0,0,Express,OKHA - ERNAKULAM Exp,16337
2557.0,2735.0,56.09506398537477,3,314,12.28001564333203,19,0,SR,1,0,1,1,1,0,0,Express,ERNAKULAM - OKHA Exp,16338
1882.0,2350.0,48.05106382978724,3,266,14.133900106269925,12,0,SR,1,0,1,1,1,0,0,Express,MUMBAI CST - NAGERCOIL Exp,16339
1882.0,2275.0,49.63516483516484,3,266,14.133900106269925,6,0,SR,1,0,1,1,1,0,0,Express,NAGERCOIL - MUMBAI CST Exp,16340
303.0,405.0,44.888888888888886,1,62,20.462046204620464,3,1,SR,1,0,0,0,0,1,0,Express,Guruvayur-Ernakulam-Trivandrum Intercity Express,16341
303.0,410.0,44.34146341463415,1,62,20.462046204620464,17,0,SR,1,0,0,0,0,1,0,Express,Trivandrum-Ernakulam-Guruvayur Intercity Express,16342
376.0,570.0,39.578947368421055,2,71,18.882978723404257,22,1,SR,1,0,1,0,1,0,0,Express,Amrita Express,16343
376.0,515.0,43.80582524271844,2,71,18.882978723404257,21,0,SR,1,0,1,0,1,0,0,Express,Amrita Express,16344
634.0,870.0,43.724137931034484,3,121,19.085173501577287,20,0,SR,1,0,1,1,1,0,0,Express,Trivandrum Mangalore Express,16347
634.0,860.0,44.23255813953488,3,121,19.085173501577287,14,0,SR,1,0,1,1,1,0,0,Express,Trivandrum Express,16348
393.0,535.0,44.07476635514019,2,74,18.829516539440203,22,1,SR,1,0,0,1,1,0,0,Express,Trivandrum Nilambur Road Rajya Rani Express,16349
393.0,580.0,40.6551724137931,2,74,18.829516539440203,20,0,SR,1,0,0,1,1,0,0,Express,Nilambur Road Trivandrum Rajya Rani Express,16350
2135.0,2700.0,47.44444444444444,3,320,14.988290398126463,15,0,SR,1,0,1,1,1,0,0,Express,Mumbai CST - Kanyakumari Express,16381
2135.0,2840.0,45.1056338028169,3,320,14.988290398126463,5,0,SR,1,0,1,1,1,0,0,Express,Kanniyakumari-Mumbai CST Express,16382
640.0,900.0,42.666666666666664,3,69,10.78125,20,0,SWR,1,0,1,1,1,0,0,Express,Yeshvantapur-Kannur Express,16517
649.0,750.0,51.92,3,78,12.01848998459168,20,0,SWR,1,0,1,1,1,0,0,Express,Yesvantpur - Kannur Express,16527
1153.0,1485.0,46.58585858585859,4,163,14.137033824804858,8,0,SWR,1,1,1,1,1,0,0,Express,Udyan Express,16529
1153.0,1420.0,48.71830985915493,4,164,14.223764093668692,20,0,SWR,1,1,1,1,1,0,0,Express,Udyan Express,16530
